6.441580944816452714e+00	3.344143387858271144e+00	-7.375407907026355625e-01	-1.200220547272405902e+00	2.739017733077659944e+00	-7.605921164842490700e-01	-1.207740687231140475e+00	5.247447438846419843e-03	9.852504212607793299e-02	-6.977409501804059389e-01	7.616488812502000272e-01	3.311296287063310029e-01	8.272848273380706274e-01	1.048438912295813097e+00	-1.068965301831834358e+00	-1.531426966284081259e-01	-1.649438656268372438e-01
4.327223224048960759e+00	9.972256288996741436e-01	-2.281900168081663072e-01	-5.948802803195947231e-01	-4.210537115124188268e-01	1.031387561624955707e+00	-1.679343359113133705e+00	-5.283930739489599571e-01	1.763121697805828836e+00	4.646662721038932742e-02	3.177573101040115922e-01	-1.074860631601838534e+00	-2.474927885891225199e-01	1.578731559919726468e+00	-6.227758870776347599e-01	-5.134607492503115989e-01	-1.511847343496809104e-01
7.491824398525159800e+00	1.209405252131018793e+00	8.563156918953014340e-01	2.188121998244822564e+00	3.652981924934351809e+00	-7.036854499739626512e-01	-4.354350375326753730e-01	-4.093600613645220765e-01	1.573121312474010380e-01	1.914695043508529038e+00	1.868553227509468062e+00	1.213671720784506025e+00	-9.183731932489647143e-02	4.654098714408562154e-01	8.740521635426912184e-02	3.705151660250971535e-02	-2.004096228635035282e-01
5.834471580463651108e+00	2.581267934152123855e-01	1.812583234495807272e+00	-1.100131127334748604e-01	2.659346935213550811e+00	-2.192181602221681680e-01	-5.494015247566283455e-02	-1.506584055112777376e+00	-2.838853297468056369e-01	5.698163951777746039e-01	-3.713590110067355177e-02	1.873665235473388480e-01	3.475856627050093461e-01	2.302738368074559172e-01	2.844280873471198845e-01	-4.808032553039695567e-02	7.217016926944609390e-01
3.420808641425493679e+00	-1.744299784371328155e-02	3.106202841288036032e-02	-6.140023857235203941e-01	-9.997838704967734746e-02	1.469082964459051510e+00	3.503206022446295753e-01	1.366213922404348358e+00	-4.168012970921780580e-02	-8.948967473175800658e-01	2.104673588075343382e-01	-4.006036063824774951e-02	8.321624834223667611e-02	-8.100185432587532208e-01	2.010962750849152603e-01	2.242407558299334136e-01	-3.215222984604886869e-01
-2.315836407541708830e+00	-1.797683162066036344e-01	-1.849900818729905694e-01	-2.347287279749785238e+00	-3.445923265375217537e-01	-6.847858528851498150e-01	3.161811768349511720e-01	-3.245001508532012746e-01	9.270565167152500230e-01	-6.737144024290837585e-01	-2.003579965557611420e-02	9.232338356652279587e-02	1.580520550906012178e-01	1.445860997749099375e-01	5.430398271477462901e-02	-9.470422435462524935e-02	1.494191126181535212e-01
3.700507636452074589e+00	9.377267204237873521e-01	7.540817802360608724e-01	-5.484854578521537460e-01	9.198739757066269895e-01	4.308857101936325318e-02	1.226450486813080110e+00	-6.570997469976320726e-01	-1.310379048183201611e+00	6.912024381766030956e-01	-1.266874046724420388e+00	-2.473826084909753198e-01	2.398645892954274217e-01	-4.430846205407933391e-01	1.741879169629599877e-01	3.471423076523926232e-01	1.333370729645582675e-01
-2.871097624910995183e+00	2.051277236365178780e-01	7.652363100002994578e-01	3.083607399505386426e-01	9.011168031099945352e-01	-3.699958745860040810e-01	8.496226942164044615e-01	1.102080021814850319e+00	1.439164261225123753e-01	3.025037370045819546e-02	4.632669245592110907e-02	4.279933473692888457e-01	1.105223886264519728e-02	2.013866272656607281e-01	-1.686443910523043321e-01	-4.697685800334860939e-02	-4.142748034854350503e-01
1.857661445020814539e-01	-6.765378349329524976e-01	-1.337663214360918618e+00	-3.568118809363159949e-01	-5.946028787174615360e-01	-1.498135498688925482e+00	8.143778047497922667e-01	-8.783626390313561405e-01	9.667486095048263839e-02	-3.412043789257280801e-01	3.825461144534895164e-01	-2.873015516670845426e-01	-3.404586282829913380e-01	3.288098546443562475e-01	-1.135492409578769402e-01	-1.195366508555976703e-01	-6.353915597919229663e-02
-1.102945344991067600e+01	1.148272601219623823e+00	-9.962209527972405443e-01	3.410247281734518632e-01	3.045453027344271479e+00	-3.770478054463927808e+00	-1.443859982692121235e+00	-5.676324761731725843e-01	-1.608493015974858276e+00	1.368033960162598484e-02	8.562031821924249719e-01	5.079749720659436640e-01	3.594463491049896819e-01	-1.593555901080410675e-01	8.362935766990198250e-02	-2.624086049201251325e-01	8.362600550338968874e-01
-1.364138137085683322e+00	-5.291394133210416406e-01	7.356891507451976953e-01	-1.511142011843470134e-01	-5.961675975155120710e-01	-4.442030809092920030e-01	-1.022107020012705814e+00	4.628479133803711787e-02	6.447743295106613814e-01	1.847088195119081788e-01	-4.450895878043710230e-01	-5.625862713753687627e-02	5.416063372120034636e-01	-7.919147883513036335e-02	-3.875288846524371222e-01	4.080829285177065002e-01	-1.341010255527372852e-01
