5.112979786528882187e+00	2.335912891912517164e+00	1.043412968844601663e+00	-1.755827455640702750e+00	3.103084070645290904e+00	-2.004597891910281593e+00	1.498993062065106185e+00	1.509959206252821318e+00	1.753504608877642701e+00	1.111123070127026269e+00	1.221848329923353460e-01	-6.037379715801071134e-01	5.592823038834461302e-01	5.961143599172404883e-01	-6.839873445209587732e-01	-1.008530368156983048e+00	-3.994446952742464196e-01
5.726870878766309403e+00	1.393127125484863837e+00	8.105223188951293789e-01	-4.975430836370434151e-01	1.510989737623192442e+00	1.434101491575765941e+00	-8.379030023916191894e-01	9.901501420420510957e-01	1.476657707136119491e-01	3.888545064523651895e-01	-1.071615058979469015e-01	1.740535429788676591e-01	6.845562688527933037e-01	-3.433190652353506067e-01	6.989685130102958610e-02	-1.305625790467372371e-01	-1.543191377451063606e-01
-9.350103352798033285e+00	2.728853451375615968e+00	4.950521726465484385e-01	2.320262633645279737e-01	4.962110617012453595e+00	-1.003633606821508373e+00	-2.086344110598526758e+00	1.645451126283167920e+00	-2.053485355857501027e+00	4.239813909321852314e+00	-1.037279018897625527e+00	8.024021178690037281e-01	8.579318123208965474e-01	1.224916193179233392e+00	-1.214559963657752539e-01	-1.004077455355494086e+00	-3.640213194256314289e-01
3.096071165878294007e+00	1.229372569207368926e+00	-1.166586230579217620e+00	-7.554246605414380866e-01	-1.342832245991071094e+00	1.669409062876793026e+00	8.827694142062567639e-01	4.299549525694073893e+00	3.354032087452055055e+00	3.447088687598833356e+00	-8.219596118888896630e-01	-9.163414150194213459e-01	4.329172550410802511e-01	-8.424943101143347879e-03	-1.117540305268824197e+00	-2.143724142877838912e-01	6.735412376159384262e-01
6.397554226850466819e+00	8.838516722735221265e+00	-5.938128728322970673e+00	-2.336966466993950942e+00	-3.313260604299844037e+00	-5.579019874412572966e-01	6.674033750959084799e+00	1.380496696713783145e+01	1.104388466227725729e+01	1.567582394937071832e+01	-1.027595162520704264e+00	2.998455265834046868e-01	2.773946916970648324e+00	7.232746833852872204e-01	-2.935450474683717559e+00	4.835850792347773930e-01	1.060862963302122708e+00
2.100633098493245754e+00	-1.572716645979288508e-01	2.072798683441401391e-01	1.964844305656743284e-02	-5.948946927705969223e-01	2.934358520109041635e-01	-3.319173804172249831e+00	9.125311778614686453e-01	3.521246484577338076e-02	-2.892770180640172328e-01	1.779327992487739207e+00	2.707536512470802292e-01	-1.471475279953897486e+00	-4.116263488214507715e-01	4.601802513167154718e-01	4.948452390484627816e-01	1.537272522771151728e-01
-5.448945538581450032e-01	-5.780315313868098492e-01	-2.880550926849520188e+00	1.741508170418163193e+00	-8.570418307733620011e+00	1.850222561085441697e+00	-1.568678779601338391e+00	2.234308336709746712e+00	1.018105433554412853e+00	9.439161045847928033e-01	-3.382776613993957460e-01	1.877168923100288378e+00	-3.213611666273016532e+00	-1.046803276071057942e+00	-3.626155042808878459e-01	1.883088388932617985e+00	1.517285262053850614e+00
3.386899723044792587e+00	-1.400745053950464003e+00	1.383322805976665348e+00	2.403188541833567893e+00	-1.237939603945729328e+00	-1.959270604302429719e+00	-3.664187123063822771e+00	-3.967918236168262780e+00	-5.054240138621414857e+00	-2.237076195375916066e-01	3.359896162960998023e+00	2.229821939909491402e+00	1.260310493526651254e-01	-7.020788826374857461e-03	1.657066222631949248e+00	2.613563084165159811e+00	-1.346375690115818036e-01
9.902727058775495639e-02	-1.715595616673567747e+00	9.432027428086524612e-01	1.062895812225699954e+00	-1.710471532687176666e+00	-6.825078791861458605e-01	2.954893655200085956e-02	-1.226350905230252364e-01	-1.155337030868553994e+00	1.794479167767103256e+00	-1.365091555703714654e-01	-2.599946278399600796e-02	-3.132035168052134111e-01	-4.714720841451209288e-01	3.483904684977847110e-01	-1.580391473624684906e-01	-9.345203821659668619e-02
-6.207532340881305899e+00	1.782102801202967157e+00	1.187662327522356565e+00	-1.992003687420021985e-01	3.650917091616347587e+00	1.143183635375898399e-01	-8.823656641061500272e-01	3.210160125259022834e-01	-1.149890405319961229e+00	-2.127331203199052667e-01	1.950367752932837262e-01	1.182857489123457229e-01	-3.300672462675996455e-01	-2.941725316727186179e-01	1.905109029062530823e-01	1.895880328043723084e-01	2.831765781767726642e-01
